recording_id,brainarea,neuronindex,fit_wEA,fit_wDC,recovery_wEA,recovery_wDC
T176_2018_05_04,dmFC,348,-0.991079601172947,-0.081934441258739,-0.991079601172947,-0.081934441258739
T176_2018_05_04,dmFC,352,0.447246215694686,0.46558569394079,0.447246215694686,0.46558569394079
T176_2018_05_04,dmFC,354,-0.659187530647692,-0.27952113985091,-0.659187530647692,-0.27952113985091
T176_2018_05_04,dmFC,356,-0.359047857447932,0.0246468712565961,-0.359047857447932,0.0246468712565961
T176_2018_05_04,dmFC,357,-0.293195169171765,-0.312402018379695,-0.293195169171765,-0.312402018379695
T176_2018_05_04,dmFC,358,-1.37859415197972,-0.102205826879409,-1.37859415197972,-0.102205826879409
T176_2018_05_04,dmFC,366,0.105867398574065,0.590179799646951,0.105867398574065,0.590179799646951
T176_2018_05_04,dmFC,368,1.78638338092241,0.515542514224048,1.78638338092241,0.515542514224048
T176_2018_05_04,dmFC,370,1.42774607289526,0.316831119788317,1.42774607289526,0.316831119788317
T176_2018_05_04,dmFC,371,-0.602490745382901,-0.36932394848199,-0.602490745382901,-0.36932394848199
T176_2018_05_04,dmFC,374,-0.940811294500212,-0.222307979159249,-0.940811294500212,-0.222307979159249
T176_2018_05_04,dmFC,375,-1.48074222635592,-0.329550323598351,-1.48074222635592,-0.329550323598351
T176_2018_05_04,dmFC,383,-0.474286196402441,-0.379030756958696,-0.474286196402441,-0.379030756958696
T176_2018_05_04,dmFC,390,-0.793759122126863,-0.378881640171944,-0.793759122126863,-0.378881640171944
T176_2018_05_04,dmFC,392,0.696928109952168,0.0309446311665864,0.696928109952168,0.0309446311665864
T176_2018_05_04,dmFC,399,-0.190835250792643,-0.235712909278672,-0.190835250792643,-0.235712909278672
T176_2018_05_04,dmFC,415,-0.284174747583819,-0.553681603986541,-0.284174747583819,-0.553681603986541
T176_2018_05_04,dmFC,426,0.968526545465764,0.317652407520648,0.968526545465764,0.317652407520648
T176_2018_05_04,dmFC,433,0.916194895686591,-0.00344190164651225,0.916194895686591,-0.00344190164651225
T176_2018_05_04,dmFC,456,0.482014394700025,0.381602315369901,0.482014394700025,0.381602315369901
T176_2018_05_08,mPFC,20,0.390779342496918,0.062521509760611,0.390779342496918,0.062521509760611
T176_2018_05_08,mPFC,23,0.480801748988742,0.115183779541542,0.480801748988742,0.115183779541542
T176_2018_05_08,mPFC,25,0.702617318649875,-0.0915975386801802,0.702617318649875,-0.0915975386801802
T176_2018_05_08,mPFC,35,0.368288995914762,0.497317823865263,0.368288995914762,0.497317823865263
T176_2018_05_08,mPFC,70,0.757362400306305,-0.283646513823326,0.757362400306305,-0.283646513823326
T176_2018_05_08,mPFC,90,-0.474370278713158,-0.19979970369358,-0.474370278713158,-0.19979970369358
T176_2018_05_08,mPFC,124,-0.0505415354169577,-0.184526208771574,-0.0505415354169577,-0.184526208771574
T176_2018_05_08,mPFC,143,-1.49187490647765,-0.0725704953497409,-1.49187490647765,-0.0725704953497409
T176_2018_05_08,mPFC,146,-1.04692462349211,0.00134131864509401,-1.04692462349211,0.00134131864509401
T176_2018_05_08,mPFC,151,-1.34931285838748,-0.271475044736516,-1.34931285838748,-0.271475044736516
T176_2018_05_08,mPFC,180,-0.235143292613981,-0.227217117635113,-0.235143292613981,-0.227217117635113
T176_2018_05_08,mPFC,182,-1.58212275334904,-0.233663859994577,-1.58212275334904,-0.233663859994577
T176_2018_05_08,mPFC,186,0.682347501021078,0.148835994235225,0.682347501021078,0.148835994235225
T176_2018_05_08,mPFC,207,1.97191869354697,0.563452606828188,1.97191869354697,0.563452606828188
T176_2018_05_08,mPFC,210,0.0457537293791346,0.680596080100544,0.0457537293791346,0.680596080100544
T176_2018_05_08,mPFC,233,-1.6289260346374,-0.0990180641979904,-1.6289260346374,-0.0990180641979904
T176_2018_05_08,mPFC,244,-2.06966373247274,-0.190771505334815,-2.06966373247274,-0.190771505334815
T176_2018_05_08,mPFC,251,-0.103476953310829,-0.304624244264458,-0.103476953310829,-0.304624244264458
T176_2018_05_08,dmFC,271,0.336434854793558,0.328000779353927,0.336434854793558,0.328000779353927
T176_2018_05_08,dmFC,272,0.663490664198851,-0.123035766260964,0.663490664198851,-0.123035766260964
T176_2018_05_08,dmFC,273,-0.827192904895405,-0.65830292929443,-0.827192904895405,-0.65830292929443
T176_2018_05_08,dmFC,277,1.96039550731313,0.665552182047382,1.96039550731313,0.665552182047382
T176_2018_05_08,dmFC,286,-1.37869342185118,-0.652409251694032,-1.37869342185118,-0.652409251694032
T176_2018_05_08,dmFC,287,-0.66810596602917,-0.102961918101599,-0.66810596602917,-0.102961918101599
T176_2018_05_08,dmFC,295,0.117360416700829,-0.271194604346214,0.117360416700829,-0.271194604346214
T176_2018_05_08,dmFC,298,-1.3131227467144,-0.452065347966228,-1.3131227467144,-0.452065347966228
T176_2018_05_08,dmFC,301,1.66578652612363,0.224095034467241,1.66578652612363,0.224095034467241
T176_2018_05_08,dmFC,305,-1.57124248198904,0.823994430979776,-1.57124248198904,0.823994430979776
T176_2018_05_08,dmFC,306,-0.350696199872291,-0.405804657880434,-0.350696199872291,-0.405804657880434
T176_2018_05_08,dmFC,307,-1.57025753022928,-0.97288724649002,-1.57025753022928,-0.97288724649002
T176_2018_05_08,dmFC,312,-0.0483074744306347,-0.0365349271713274,-0.0483074744306347,-0.0365349271713274
T176_2018_05_08,dmFC,313,1.8076697184305,0.772180575754339,1.8076697184305,0.772180575754339
T176_2018_05_08,dmFC,314,-0.168551731390085,-0.343966025640467,-0.168551731390085,-0.343966025640467
T176_2018_05_08,dmFC,315,-0.171318834571651,-0.401475648131934,-0.171318834571651,-0.401475648131934
T176_2018_05_08,dmFC,317,-0.272661442502018,0.191038572040424,-0.272661442502018,0.191038572040424
T176_2018_05_08,dmFC,319,-0.564144238881205,-0.441935902535249,-0.564144238881205,-0.441935902535249
T176_2018_05_08,dmFC,323,1.33075739650807,0.546459673678727,1.33075739650807,0.546459673678727
T176_2018_05_08,dmFC,324,-0.297890988175437,-0.201410975107297,-0.297890988175437,-0.201410975107297
T176_2018_05_08,dmFC,325,-2.31556957955404,-0.822990663454901,-2.31556957955404,-0.822990663454901
T176_2018_05_08,dmFC,326,-0.139231019714825,0.622542881791256,-0.139231019714825,0.622542881791256
T176_2018_05_08,dmFC,331,-0.990118952938879,-0.464454840999589,-0.990118952938879,-0.464454840999589
T176_2018_05_08,dmFC,333,0.62150131850358,-0.479272583395484,0.62150131850358,-0.479272583395484
T176_2018_05_08,dmFC,335,-0.536377185348979,-0.221081285207736,-0.536377185348979,-0.221081285207736
T176_2018_05_08,dmFC,338,-1.03040391128957,-0.558971735692539,-1.03040391128957,-0.558971735692539
T176_2018_05_08,dmFC,340,-0.28535406542328,-0.00502454302177182,-0.28535406542328,-0.00502454302177182
T176_2018_05_08,dmFC,343,0.514251306197708,0.277239724829314,0.514251306197708,0.277239724829314
T176_2018_05_08,dmFC,344,-0.476058571037032,-0.596873951168904,-0.476058571037032,-0.596873951168904
T176_2018_05_08,dmFC,345,0.555291246437232,0.17254025389057,0.555291246437232,0.17254025389057
T176_2018_05_08,dmFC,346,-1.00925580804999,-0.041107959235198,-1.00925580804999,-0.041107959235198
T176_2018_05_08,dmFC,351,0.264544381867241,-0.051973315391111,0.264544381867241,-0.051973315391111
T176_2018_05_08,dmFC,355,1.95035271260536,1.10336880218785,1.95035271260536,1.10336880218785
T176_2018_05_08,dmFC,357,0.947405431787116,0.488951691662432,0.947405431787116,0.488951691662432
T176_2018_05_08,dmFC,358,-1.7038971822872,-0.392579067910578,-1.7038971822872,-0.392579067910578
T176_2018_05_08,dmFC,360,0.528372600446623,0.265518242091773,0.528372600446623,0.265518242091773
T176_2018_05_08,dmFC,361,-0.645940563434235,-0.168235586272755,-0.645940563434235,-0.168235586272755
T176_2018_05_08,dmFC,363,-0.996626848156754,-0.306046229136149,-0.996626848156754,-0.306046229136149
T176_2018_05_08,dmFC,368,0.483630144676303,0.145184104670552,0.483630144676303,0.145184104670552
T176_2018_05_08,dmFC,378,-1.00007229584834,0.133349289106591,-1.00007229584834,0.133349289106591
T176_2018_05_08,dmFC,383,0.850761075617018,0.0195552385593744,0.850761075617018,0.0195552385593744
T176_2018_05_08,dmFC,386,-2.16878144763597,-1.34481068535888,-2.16878144763597,-1.34481068535888
T176_2018_05_08,dmFC,398,0.793817317669028,0.279484027625354,0.793817317669028,0.279484027625354
T176_2018_05_08,dmFC,403,1.2414144560311,-0.187410472309688,1.2414144560311,-0.187410472309688
T176_2018_05_08,dmFC,414,-0.166485046925485,-1.34509258545491,-0.166485046925485,-1.34509258545491
T176_2018_05_10,mPFC,5,0.689165035771475,-0.128110045451791,0.689165035771475,-0.128110045451791
T176_2018_05_10,mPFC,14,0.133710881097827,-0.365981477932987,0.133710881097827,-0.365981477932987
T176_2018_05_10,mPFC,15,0.700582326983633,0.112704789533436,0.700582326983633,0.112704789533436
T176_2018_05_10,mPFC,24,0.479785432301499,-0.00396653136436889,0.479785432301499,-0.00396653136436889
T176_2018_05_10,mPFC,30,0.309121683216007,0.0496004749919771,0.309121683216007,0.0496004749919771
T176_2018_05_10,mPFC,34,0.385020669733548,0.449805339406581,0.385020669733548,0.449805339406581
T176_2018_05_10,mPFC,36,-0.154213525020039,-0.0974814403191408,-0.154213525020039,-0.0974814403191408
T176_2018_05_10,mPFC,44,-0.0117121583246944,-0.161568504754514,-0.0117121583246944,-0.161568504754514
T176_2018_05_10,mPFC,53,-0.0656520235264532,-0.11345460475593,-0.0656520235264532,-0.11345460475593
T176_2018_05_10,mPFC,59,0.24042640164707,0.0522273891683268,0.24042640164707,0.0522273891683268
T176_2018_05_10,mPFC,62,-0.62147207941536,0.0280838397636116,-0.62147207941536,0.0280838397636116
T176_2018_05_10,mPFC,69,0.621974920172849,-0.135750004668205,0.621974920172849,-0.135750004668205
T176_2018_05_10,mPFC,87,-0.224196100747067,-0.0464150266214591,-0.224196100747067,-0.0464150266214591
T176_2018_05_10,mPFC,88,-0.0559733176018275,-0.0923495405925874,-0.0559733176018275,-0.0923495405925874
T176_2018_05_10,mPFC,106,0.245483246678974,0.0536806455048382,0.245483246678974,0.0536806455048382
T176_2018_05_10,mPFC,116,0.213405831461695,0.0320338177806927,0.213405831461695,0.0320338177806927
T176_2018_05_10,mPFC,122,0.349770366435199,0.921692982881129,0.349770366435199,0.921692982881129
T176_2018_05_10,mPFC,128,0.243468986244012,-0.0527798747769991,0.243468986244012,-0.0527798747769991
T176_2018_05_10,mPFC,129,-0.914637749848063,0.533974141351963,-0.914637749848063,0.533974141351963
T176_2018_05_10,mPFC,132,-1.02184501161852,0.038909774548289,-1.02184501161852,0.038909774548289
T176_2018_05_10,mPFC,140,-0.534586938233835,-0.0403805574599784,-0.534586938233835,-0.0403805574599784
T176_2018_05_10,mPFC,141,-0.822046307863025,-0.229376190746133,-0.822046307863025,-0.229376190746133
T176_2018_05_10,mPFC,151,-0.685469432386016,-0.202658014140699,-0.685469432386016,-0.202658014140699
T176_2018_05_10,mPFC,170,-0.51410304783143,0.0172535573327149,-0.51410304783143,0.0172535573327149
T176_2018_05_10,mPFC,171,-0.148375205245139,-0.230010064395083,-0.148375205245139,-0.230010064395083
T176_2018_05_10,mPFC,172,-0.699399634642304,-0.252853040596231,-0.699399634642304,-0.252853040596231
T176_2018_05_10,mPFC,173,0.544093696928001,0.0212935177894237,0.544093696928001,0.0212935177894237
T176_2018_05_10,mPFC,177,-0.190791396829822,-0.0937888042091125,-0.190791396829822,-0.0937888042091125
T176_2018_05_10,mPFC,201,0.539424854923954,-0.166564276722379,0.539424854923954,-0.166564276722379
T176_2018_05_10,mPFC,211,-0.174161820407597,-0.261516217403644,-0.174161820407597,-0.261516217403644
T176_2018_05_10,mPFC,214,0.446854338058126,-0.233558262688349,0.446854338058126,-0.233558262688349
T176_2018_05_10,mPFC,219,-0.533000671551195,-0.442216332511768,-0.533000671551195,-0.442216332511768
T176_2018_05_10,mPFC,222,0.389662871401383,-0.485569982214068,0.389662871401383,-0.485569982214068
T176_2018_05_10,mPFC,225,-0.963214445730184,-0.264416484255388,-0.963214445730184,-0.264416484255388
T176_2018_05_10,mPFC,233,-0.00914733178683548,-0.206731615162487,-0.00914733178683548,-0.206731615162487
T176_2018_05_10,mPFC,238,0.402775406918232,-0.427473923939546,0.402775406918232,-0.427473923939546
T176_2018_05_10,dmFC,258,0.610284638934048,0.0507745272210078,0.610284638934048,0.0507745272210078
T176_2018_05_10,dmFC,265,-0.086950013297485,-0.0581295712657497,-0.086950013297485,-0.0581295712657497
T176_2018_05_10,dmFC,266,1.50359713210431,0.0914885792823341,1.50359713210431,0.0914885792823341
T176_2018_05_10,dmFC,274,-0.481473699612058,-0.178265448749254,-0.481473699612058,-0.178265448749254
T176_2018_05_10,dmFC,276,-0.530978133401436,-0.104314519743558,-0.530978133401436,-0.104314519743558
T176_2018_05_10,dmFC,282,-0.734293344923094,-0.2438419469298,-0.734293344923094,-0.2438419469298
T176_2018_05_10,dmFC,284,0.156837067641254,-0.260709563649369,0.156837067641254,-0.260709563649369
T176_2018_05_10,dmFC,289,1.30339963806466,0.130893709870496,1.30339963806466,0.130893709870496
T176_2018_05_10,dmFC,293,-0.186129748391477,-0.253504012862104,-0.186129748391477,-0.253504012862104
T176_2018_05_10,dmFC,294,-0.846487899089464,-0.471376317070726,-0.846487899089464,-0.471376317070726
T176_2018_05_10,dmFC,300,0.697607020291138,0.126839096728703,0.697607020291138,0.126839096728703
T176_2018_05_10,dmFC,301,0.27213779241187,0.115363965408619,0.27213779241187,0.115363965408619
T176_2018_05_10,dmFC,302,0.0161951329860024,-0.212614701887108,0.0161951329860024,-0.212614701887108
T176_2018_05_10,dmFC,304,0.107986975826388,0.21331034811265,0.107986975826388,0.21331034811265
T176_2018_05_10,dmFC,305,-0.639543314159305,-0.199158519686103,-0.639543314159305,-0.199158519686103
T176_2018_05_10,dmFC,306,0.751183913530119,0.333592190434295,0.751183913530119,0.333592190434295
T176_2018_05_10,dmFC,308,-1.31346721415157,-0.700193386568035,-1.31346721415157,-0.700193386568035
T176_2018_05_10,dmFC,309,-0.215517864986911,0.369226429357436,-0.215517864986911,0.369226429357436
T176_2018_05_10,dmFC,316,-0.855838473508827,-0.065243557879728,-0.855838473508827,-0.065243557879728
T176_2018_05_10,dmFC,317,0.0289604543898071,-0.235730170442822,0.0289604543898071,-0.235730170442822
T176_2018_05_10,dmFC,322,-0.349951426761123,-0.274396836212901,-0.349951426761123,-0.274396836212901
T176_2018_05_10,dmFC,324,-0.705797513229909,-0.417036177043121,-0.705797513229909,-0.417036177043121
T176_2018_05_10,dmFC,326,-0.298100697914884,-0.190298019062867,-0.298100697914884,-0.190298019062867
T176_2018_05_10,dmFC,327,-0.176563073306101,0.579038636569842,-0.176563073306101,0.579038636569842
